1,49
1.2,51
1.4,51.4
1.6,50
1.8,53
2,52.4
2.2,54
2.5,52
3,52
3.5,53
4,52
4.5,51.5
5,52
5.5,51
6,49.8
6.5,51
7,52.8
7.5,53
8,52.6
9,54
10,53.8
11,54
11.643,52.8
12,51.5
13,49.5
14,49.8
15,52
16,52.4
17,51.6
18,51.8
19,52
20,51.4
21,50.5
22,50.8
23,49.5
24,49.2
